skewness,replicate,gini,concentration,method,eco_weight,budget_fraction,compressed_units,mean_alt_index,n_cheapest,n_best_conservation,n_unique_alts
uniform,3,0.22381892891426802,0.07582329231004525,within_unit,0.8,0.3,0,2.1363636363636362,5,0,6
uniform,3,0.22381892891426802,0.07582329231004525,within_unit,0.8,0.5,0,3.772727272727273,1,5,7
uniform,4,0.28046393318826235,0.08033609650806843,global_linear,0.5,0.15,0,0.7727272727272727,16,1,5
uniform,4,0.28046393318826235,0.08033609650806843,global_linear,0.5,0.3,0,0.8636363636363636,16,1,5
uniform,4,0.28046393318826235,0.08033609650806843,global_linear,0.5,0.5,0,0.8636363636363636,16,1,5
uniform,4,0.28046393318826235,0.08033609650806843,global_linear,0.8,0.15,0,0.9090909090909091,16,2,4
uniform,4,0.28046393318826235,0.08033609650806843,global_linear,0.8,0.3,0,2.1818181818181817,12,2,7
uniform,4,0.28046393318826235,0.08033609650806843,global_linear,0.8,0.5,0,3.5454545454545454,8,6,6
uniform,4,0.28046393318826235,0.08033609650806843,vector,0.5,0.15,2,0.0,22,0,1
uniform,4,0.28046393318826235,0.08033609650806843,vector,0.5,0.3,2,0.0,22,0,1
uniform,4,0.28046393318826235,0.08033609650806843,vector,0.5,0.5,2,0.0,22,0,1
uniform,4,0.28046393318826235,0.08033609650806843,vector,0.8,0.15,2,0.7727272727272727,16,1,5
uniform,4,0.28046393318826235,0.08033609650806843,vector,0.8,0.3,2,0.8636363636363636,16,1,5
uniform,4,0.28046393318826235,0.08033609650806843,vector,0.8,0.5,2,0.8636363636363636,16,1,5
uniform,4,0.28046393318826235,0.08033609650806843,within_unit,0.5,0.15,0,0.8636363636363636,13,0,5
uniform,4,0.28046393318826235,0.08033609650806843,within_unit,0.5,0.3,0,1.9090909090909092,7,0,7
uniform,4,0.28046393318826235,0.08033609650806843,within_unit,0.5,0.5,0,3.5454545454545454,1,3,8
uniform,4,0.28046393318826235,0.08033609650806843,within_unit,0.8,0.15,0,0.9545454545454546,13,0,5
uniform,4,0.28046393318826235,0.08033609650806843,within_unit,0.8,0.3,0,2.227272727272727,7,1,7
uniform,4,0.28046393318826235,0.08033609650806843,within_unit,0.8,0.5,0,3.8636363636363638,2,4,8
uniform,5,0.2666681755170288,0.08525408463999015,global_linear,0.5,0.15,0,0.5909090909090909,14,0,4
uniform,5,0.2666681755170288,0.08525408463999015,global_linear,0.5,0.3,0,0.5909090909090909,14,0,4
uniform,5,0.2666681755170288,0.08525408463999015,global_linear,0.5,0.5,0,0.5909090909090909,14,0,4
uniform,5,0.2666681755170288,0.08525408463999015,global_linear,0.8,0.15,0,0.9090909090909091,15,1,6
uniform,5,0.2666681755170288,0.08525408463999015,global_linear,0.8,0.3,0,2.1363636363636362,12,2,6
uniform,5,0.2666681755170288,0.08525408463999015,global_linear,0.8,0.5,0,3.5454545454545454,5,7,8
uniform,5,0.2666681755170288,0.08525408463999015,vector,0.5,0.15,3,0.045454545454545456,21,0,2
uniform,5,0.2666681755170288,0.08525408463999015,vector,0.5,0.3,3,0.045454545454545456,21,0,2
uniform,5,0.2666681755170288,0.08525408463999015,vector,0.5,0.5,3,0.045454545454545456,21,0,2
uniform,5,0.2666681755170288,0.08525408463999015,vector,0.8,0.15,3,0.5909090909090909,14,0,4
uniform,5,0.2666681755170288,0.08525408463999015,vector,0.8,0.3,3,0.5909090909090909,14,0,4
uniform,5,0.2666681755170288,0.08525408463999015,vector,0.8,0.5,3,0.5909090909090909,14,0,4
uniform,5,0.2666681755170288,0.08525408463999015,within_unit,0.5,0.15,0,0.8636363636363636,12,0,4
uniform,5,0.2666681755170288,0.08525408463999015,within_unit,0.5,0.3,0,1.9545454545454546,6,0,7
uniform,5,0.2666681755170288,0.08525408463999015,within_unit,0.5,0.5,0,3.409090909090909,1,1,8
uniform,5,0.2666681755170288,0.08525408463999015,within_unit,0.8,0.15,0,0.9545454545454546,12,0,4
uniform,5,0.2666681755170288,0.08525408463999015,within_unit,0.8,0.3,0,2.1363636363636362,6,0,7
uniform,5,0.2666681755170288,0.08525408463999015,within_unit,0.8,0.5,0,3.727272727272727,0,2,7
uniform,6,0.20354921785216717,0.06988140362133417,global_linear,0.5,0.15,0,0.7727272727272727,15,0,5
uniform,6,0.20354921785216717,0.06988140362133417,global_linear,0.5,0.3,0,1.0,12,0,5
uniform,6,0.20354921785216717,0.06988140362133417,global_linear,0.5,0.5,0,1.0,12,0,5
uniform,6,0.20354921785216717,0.06988140362133417,global_linear,0.8,0.15,0,0.8636363636363636,15,0,4
uniform,6,0.20354921785216717,0.06988140362133417,global_linear,0.8,0.3,0,2.0,10,0,4
uniform,6,0.20354921785216717,0.06988140362133417,global_linear,0.8,0.5,0,3.409090909090909,7,1,7
uniform,6,0.20354921785216717,0.06988140362133417,vector,0.5,0.15,2,0.0,22,0,1
uniform,6,0.20354921785216717,0.06988140362133417,vector,0.5,0.3,2,0.0,22,0,1
uniform,6,0.20354921785216717,0.06988140362133417,vector,0.5,0.5,2,0.0,22,0,1
uniform,6,0.20354921785216717,0.06988140362133417,vector,0.8,0.15,2,0.36363636363636365,16,0,3
uniform,6,0.20354921785216717,0.06988140362133417,vector,0.8,0.3,2,0.36363636363636365,16,0,3
uniform,6,0.20354921785216717,0.06988140362133417,vector,0.8,0.5,2,0.36363636363636365,16,0,3
uniform,6,0.20354921785216717,0.06988140362133417,within_unit,0.5,0.15,0,0.8181818181818182,13,0,4
uniform,6,0.20354921785216717,0.06988140362133417,within_unit,0.5,0.3,0,2.0,6,0,6
uniform,6,0.20354921785216717,0.06988140362133417,within_unit,0.5,0.5,0,3.409090909090909,3,0,6
uniform,6,0.20354921785216717,0.06988140362133417,within_unit,0.8,0.15,0,0.8636363636363636,13,0,5
uniform,6,0.20354921785216717,0.06988140362133417,within_unit,0.8,0.3,0,2.0454545454545454,9,0,6
uniform,6,0.20354921785216717,0.06988140362133417,within_unit,0.8,0.5,0,3.6363636363636362,2,2,7
uniform,7,0.2472320418231706,0.07853819542891016,global_linear,0.5,0.15,0,0.5909090909090909,15,0,4
uniform,7,0.2472320418231706,0.07853819542891016,global_linear,0.5,0.3,0,0.8636363636363636,15,1,5
uniform,7,0.2472320418231706,0.07853819542891016,global_linear,0.5,0.5,0,0.8636363636363636,15,1,5
uniform,7,0.2472320418231706,0.07853819542891016,global_linear,0.8,0.15,0,0.9090909090909091,14,0,6
uniform,7,0.2472320418231706,0.07853819542891016,global_linear,0.8,0.3,0,2.090909090909091,10,2,8
uniform,7,0.2472320418231706,0.07853819542891016,global_linear,0.8,0.5,0,3.590909090909091,6,4,7
